Year,Neonatal period,Age,Birthweight,Country,Region,Country of birth,Sex,Units,Unit multiplier,Observation status,GeoCode,Value
2016,,,,Scotland,,,,"Rate per 1,000 live births",Units,Normal value,S92000003,2.2
2016,,,,Scotland,,,Female,"Rate per 1,000 live births",Units,Normal value,S92000003,2.1
2016,,,,Scotland,,,Male,"Rate per 1,000 live births",Units,Normal value,S92000003,2.3
2016,Early neonatal,,,Scotland,,,,"Rate per 1,000 live births",Units,Normal value,S92000003,1.7
2016,Early neonatal,,,Scotland,,,Female,"Rate per 1,000 live births",Units,Normal value,S92000003,1.5
2016,Early neonatal,,,Scotland,,,Male,"Rate per 1,000 live births",Units,Normal value,S92000003,1.8
2016,Late neonatal,,,Scotland,,,,"Rate per 1,000 live births",Units,Normal value,S92000003,0.5
2016,Late neonatal,,,Scotland,,,Female,"Rate per 1,000 live births",Units,Low reliability,S92000003,0.6
2016,Late neonatal,,,Scotland,,,Male,"Rate per 1,000 live births",Units,Low reliability,S92000003,0.5
2017,,,,Scotland,,,,"Rate per 1,000 live births",Units,Normal value,S92000003,2.3
2017,,,,Scotland,,,Female,"Rate per 1,000 live births",Units,Normal value,S92000003,1.8
2017,,,,Scotland,,,Male,"Rate per 1,000 live births",Units,Normal value,S92000003,2.6
2017,Early neonatal,,,Scotland,,,,"Rate per 1,000 live births",Units,Normal value,S92000003,1.5
2017,Early neonatal,,,Scotland,,,Female,"Rate per 1,000 live births",Units,Normal value,S92000003,1.2
2017,Early neonatal,,,Scotland,,,Male,"Rate per 1,000 live births",Units,Normal value,S92000003,1.8
2017,Late neonatal,,,Scotland,,,,"Rate per 1,000 live births",Units,Normal value,S92000003,0.8
2017,Late neonatal,,,Scotland,,,Female,"Rate per 1,000 live births",Units,Low reliability,S92000003,0.6
2017,Late neonatal,,,Scotland,,,Male,"Rate per 1,000 live births",Units,Normal value,S92000003,0.8
2018,,,,Scotland,,,,"Rate per 1,000 live births",Units,Normal value,S92000003,2.0
2018,,,,Scotland,,,Female,"Rate per 1,000 live births",Units,Normal value,S92000003,2.1
2018,,,,Scotland,,,Male,"Rate per 1,000 live births",Units,Normal value,S92000003,1.9
2018,Early neonatal,,,Scotland,,,,"Rate per 1,000 live births",Units,Normal value,S92000003,1.4
2018,Early neonatal,,,Scotland,,,Female,"Rate per 1,000 live births",Units,Normal value,S92000003,1.6
2018,Early neonatal,,,Scotland,,,Male,"Rate per 1,000 live births",Units,Normal value,S92000003,1.3
2018,Late neonatal,,,Scotland,,,,"Rate per 1,000 live births",Units,Normal value,S92000003,0.6
2018,Late neonatal,,,Scotland,,,Female,"Rate per 1,000 live births",Units,Low reliability,S92000003,0.5
2018,Late neonatal,,,Scotland,,,Male,"Rate per 1,000 live births",Units,Low reliability,S92000003,0.6
2019,,,,Scotland,,,,"Rate per 1,000 live births",Units,Normal value,S92000003,2.2
2019,,,,Scotland,,,Female,"Rate per 1,000 live births",Units,Normal value,S92000003,1.7
2019,,,,Scotland,,,Male,"Rate per 1,000 live births",Units,Normal value,S92000003,2.7
2019,Early neonatal,,,Scotland,,,,"Rate per 1,000 live births",Units,Normal value,S92000003,1.7
2019,Early neonatal,,,Scotland,,,Female,"Rate per 1,000 live births",Units,Normal value,S92000003,1.4
2019,Early neonatal,,,Scotland,,,Male,"Rate per 1,000 live births",Units,Normal value,S92000003,2.0
2019,Late neonatal,,,Scotland,,,,"Rate per 1,000 live births",Units,Normal value,S92000003,0.5
2019,Late neonatal,,,Scotland,,,Female,"Rate per 1,000 live births",Units,Low reliability,S92000003,0.3
2019,Late neonatal,,,Scotland,,,Male,"Rate per 1,000 live births",Units,Low reliability,S92000003,0.7
2005,,,,Wales,,,,"Rate per 1,000 live births",Units,Normal value,W92000004,2.9
2005,,,,Wales,,,Female,"Rate per 1,000 live births",Units,Normal value,W92000004,2.3
2005,,,,Wales,,,Male,"Rate per 1,000 live births",Units,Normal value,W92000004,3.4
2005,Early neonatal,,,Wales,,,,"Rate per 1,000 live births",Units,Normal value,W92000004,2.0
2005,Early neonatal,,,Wales,,,Female,"Rate per 1,000 live births",Units,Normal value,W92000004,1.8
2005,Early neonatal,,,Wales,,,Male,"Rate per 1,000 live births",Units,Normal value,W92000004,2.3
2005,Late neonatal,,,Wales,,,,"Rate per 1,000 live births",Units,Normal value,W92000004,0.9
2005,Late neonatal,,,Wales,,,Female,"Rate per 1,000 live births",Units,Low reliability,W92000004,0.5
2005,Late neonatal,,,Wales,,,Male,"Rate per 1,000 live births",Units,Low reliability,W92000004,1.1
2006,,,,Wales,,,,"Rate per 1,000 live births",Units,Normal value,W92000004,2.7
2006,,,,Wales,,,Female,"Rate per 1,000 live births",Units,Normal value,W92000004,2.3
2006,,,,Wales,,,Male,"Rate per 1,000 live births",Units,Normal value,W92000004,3.1
2006,Early neonatal,,,Wales,,,,"Rate per 1,000 live births",Units,Normal value,W92000004,1.8
2006,Early neonatal,,,Wales,,,Female,"Rate per 1,000 live births",Units,Normal value,W92000004,1.5
2006,Early neonatal,,,Wales,,,Male,"Rate per 1,000 live births",Units,Normal value,W92000004,2.0
2006,Late neonatal,,,Wales,,,,"Rate per 1,000 live births",Units,Normal value,W92000004,0.9
2006,Late neonatal,,,Wales,,,Female,"Rate per 1,000 live births",Units,Low reliability,W92000004,0.8
2006,Late neonatal,,,Wales,,,Male,"Rate per 1,000 live births",Units,Low reliability,W92000004,1.1
2007,,,,Wales,,,,"Rate per 1,000 live births",Units,Normal value,W92000004,3.3
2007,,,,Wales,,,Female,"Rate per 1,000 live births",Units,Normal value,W92000004,2.4
2007,,,,Wales,,,Male,"Rate per 1,000 live births",Units,Normal value,W92000004,4.1
2007,Early neonatal,,,Wales,,,,"Rate per 1,000 live births",Units,Normal value,W92000004,2.3
2007,Early neonatal,,,Wales,,,Female,"Rate per 1,000 live births",Units,Normal value,W92000004,1.7
2007,Early neonatal,,,Wales,,,Male,"Rate per 1,000 live births",Units,Normal value,W92000004,2.9
2007,Late neonatal,,,Wales,,,,"Rate per 1,000 live births",Units,Normal value,W92000004,1.0
2007,Late neonatal,,,Wales,,,Female,"Rate per 1,000 live births",Units,Low reliability,W92000004,0.7
2007,Late neonatal,,,Wales,,,Male,"Rate per 1,000 live births",Units,Normal value,W92000004,1.2
2008,,,,Wales,,,,"Rate per 1,000 live births",Units,Normal value,W92000004,2.9
2008,,,,Wales,,,Female,"Rate per 1,000 live births",Units,Normal value,W92000004,2.5
2008,,,,Wales,,,Male,"Rate per 1,000 live births",Units,Normal value,W92000004,3.4
2008,Early neonatal,,,Wales,,,,"Rate per 1,000 live births",Units,Normal value,W92000004,2.1
2008,Early neonatal,,,Wales,,,Female,"Rate per 1,000 live births",Units,Normal value,W92000004,1.7
2008,Early neonatal,,,Wales,,,Male,"Rate per 1,000 live births",Units,Normal value,W92000004,2.5
2008,Late neonatal,,,Wales,,,,"Rate per 1,000 live births",Units,Normal value,W92000004,0.8
2008,Late neonatal,,,Wales,,,Female,"Rate per 1,000 live births",Units,Low reliability,W92000004,0.8
2008,Late neonatal,,,Wales,,,Male,"Rate per 1,000 live births",Units,Low reliability,W92000004,0.9
2009,,,,Wales,,,,"Rate per 1,000 live births",Units,Normal value,W92000004,3.1
2009,,,,Wales,,,Female,"Rate per 1,000 live births",Units,Normal value,W92000004,2.9
2009,,,,Wales,,,Male,"Rate per 1,000 live births",Units,Normal value,W92000004,3.3
2009,Early neonatal,,,Wales,,,,"Rate per 1,000 live births",Units,Normal value,W92000004,2.3
2009,Early neonatal,,,Wales,,,Female,"Rate per 1,000 live births",Units,Normal value,W92000004,2.0
2009,Early neonatal,,,Wales,,,Male,"Rate per 1,000 live births",Units,Normal value,W92000004,2.6
2009,Late neonatal,,,Wales,,,,"Rate per 1,000 live births",Units,Normal value,W92000004,0.8
2009,Late neonatal,,,Wales,,,Female,"Rate per 1,000 live births",Units,Low reliability,W92000004,0.9
2009,Late neonatal,,,Wales,,,Male,"Rate per 1,000 live births",Units,Low reliability,W92000004,0.7
2010,,,,Wales,,,,"Rate per 1,000 live births",Units,Normal value,W92000004,2.7
2010,,,,Wales,,,Female,"Rate per 1,000 live births",Units,Normal value,W92000004,2.2
2010,,,,Wales,,,Male,"Rate per 1,000 live births",Units,Normal value,W92000004,3.2
2010,Early neonatal,,,Wales,,,,"Rate per 1,000 live births",Units,Normal value,W92000004,2.2
2010,Early neonatal,,,Wales,,,Female,"Rate per 1,000 live births",Units,Normal value,W92000004,1.7
2010,Early neonatal,,,Wales,,,Male,"Rate per 1,000 live births",Units,Normal value,W92000004,2.7
2010,Late neonatal,,,Wales,,,,"Rate per 1,000 live births",Units,Normal value,W92000004,0.5
2010,Late neonatal,,,Wales,,,Female,"Rate per 1,000 live births",Units,Low reliability,W92000004,0.5
2010,Late neonatal,,,Wales,,,Male,"Rate per 1,000 live births",Units,Low reliability,W92000004,0.5
2011,,,,Wales,,,,"Rate per 1,000 live births",Units,Normal value,W92000004,2.8
2011,,,,Wales,,,Female,"Rate per 1,000 live births",Units,Normal value,W92000004,2.2
2011,,,,Wales,,,Male,"Rate per 1,000 live births",Units,Normal value,W92000004,3.3
2011,Early neonatal,,,Wales,,,,"Rate per 1,000 live births",Units,Normal value,W92000004,1.9
2011,Early neonatal,,,Wales,,,Female,"Rate per 1,000 live births",Units,Normal value,W92000004,1.5
2011,Early neonatal,,,Wales,,,Male,"Rate per 1,000 live births",Units,Normal value,W92000004,2.3
2011,Late neonatal,,,Wales,,,,"Rate per 1,000 live births",Units,Normal value,W92000004,0.9
2011,Late neonatal,,,Wales,,,Female,"Rate per 1,000 live births",Units,Low reliability,W92000004,0.7
2011,Late neonatal,,,Wales,,,Male,"Rate per 1,000 live births",Units,Low reliability,W92000004,1.0
2012,,,,Wales,,,,"Rate per 1,000 live births",Units,Normal value,W92000004,2.8
2012,,,,Wales,,,Female,"Rate per 1,000 live births",Units,Normal value,W92000004,2.2
2012,,,,Wales,,,Male,"Rate per 1,000 live births",Units,Normal value,W92000004,3.3
2012,Early neonatal,,,Wales,,,,"Rate per 1,000 live births",Units,Normal value,W92000004,2.1
2012,Early neonatal,,,Wales,,,Female,"Rate per 1,000 live births",Units,Normal value,W92000004,1.5
2012,Early neonatal,,,Wales,,,Male,"Rate per 1,000 live births",Units,Normal value,W92000004,2.7
2012,Late neonatal,,,Wales,,,,"Rate per 1,000 live births",Units,Normal value,W92000004,0.7
2012,Late neonatal,,,Wales,,,Female,"Rate per 1,000 live births",Units,Low reliability,W92000004,0.7
2012,Late neonatal,,,Wales,,,Male,"Rate per 1,000 live births",Units,Low reliability,W92000004,0.6
2013,,,,Wales,,,,"Rate per 1,000 live births",Units,Normal value,W92000004,2.4
2013,,,,Wales,,,Female,"Rate per 1,000 live births",Units,Normal value,W92000004,2.4
2013,,,,Wales,,,Male,"Rate per 1,000 live births",Units,Normal value,W92000004,2.4
2013,Early neonatal,,,Wales,,,,"Rate per 1,000 live births",Units,Normal value,W92000004,1.7
2013,Early neonatal,,,Wales,,,Female,"Rate per 1,000 live births",Units,Normal value,W92000004,1.8
2013,Early neonatal,,,Wales,,,Male,"Rate per 1,000 live births",Units,Normal value,W92000004,1.6
2013,Late neonatal,,,Wales,,,,"Rate per 1,000 live births",Units,Normal value,W92000004,0.7
2013,Late neonatal,,,Wales,,,Female,"Rate per 1,000 live births",Units,Low reliability,W92000004,0.6
2013,Late neonatal,,,Wales,,,Male,"Rate per 1,000 live births",Units,Low reliability,W92000004,0.8
2014,,,,Wales,,,,"Rate per 1,000 live births",Units,Normal value,W92000004,2.1
2014,,,,Wales,,,Female,"Rate per 1,000 live births",Units,Normal value,W92000004,1.8
2014,,,,Wales,,,Male,"Rate per 1,000 live births",Units,Normal value,W92000004,2.5
2014,Early neonatal,,,Wales,,,,"Rate per 1,000 live births",Units,Normal value,W92000004,1.8
2014,Early neonatal,,,Wales,,,Female,"Rate per 1,000 live births",Units,Normal value,W92000004,1.5
2014,Early neonatal,,,Wales,,,Male,"Rate per 1,000 live births",Units,Normal value,W92000004,2.0
2014,Late neonatal,,,Wales,,,,"Rate per 1,000 live births",Units,Low reliability,W92000004,0.3
2014,Late neonatal,,,Wales,,,Female,"Rate per 1,000 live births",Units,Low reliability,W92000004,0.3
2014,Late neonatal,,,Wales,,,Male,"Rate per 1,000 live births",Units,Low reliability,W92000004,0.5
2015,,,,Wales,,,,"Rate per 1,000 live births",Units,Normal value,W92000004,2.5
2015,,,,Wales,,,Female,"Rate per 1,000 live births",Units,Normal value,W92000004,1.8
2015,,,,Wales,,,Male,"Rate per 1,000 live births",Units,Normal value,W92000004,3.2
2015,Early neonatal,,,Wales,,,,"Rate per 1,000 live births",Units,Normal value,W92000004,1.8
2015,Early neonatal,,,Wales,,,Female,"Rate per 1,000 live births",Units,Normal value,W92000004,1.3
2015,Early neonatal,,,Wales,,,Male,"Rate per 1,000 live births",Units,Normal value,W92000004,2.3
2015,Late neonatal,,,Wales,,,,"Rate per 1,000 live births",Units,Normal value,W92000004,0.7
2015,Late neonatal,,,Wales,,,Female,"Rate per 1,000 live births",Units,Low reliability,W92000004,0.5
2015,Late neonatal,,,Wales,,,Male,"Rate per 1,000 live births",Units,Low reliability,W92000004,0.9
2016,,,,Wales,,,,"Rate per 1,000 live births",Units,Normal value,W92000004,1.9
2016,,,,Wales,,,Female,"Rate per 1,000 live births",Units,Normal value,W92000004,1.5
2016,,,,Wales,,,Male,"Rate per 1,000 live births",Units,Normal value,W92000004,2.3
2016,Early neonatal,,,Wales,,,,"Rate per 1,000 live births",Units,Normal value,W92000004,1.6
2016,Early neonatal,,,Wales,,,Female,"Rate per 1,000 live births",Units,Low reliability,W92000004,1.2
2016,Early neonatal,,,Wales,,,Male,"Rate per 1,000 live births",Units,Normal value,W92000004,2.0
2016,Late neonatal,,,Wales,,,,"Rate per 1,000 live births",Units,Low reliability,W92000004,0.3
2016,Late neonatal,,,Wales,,,Female,"Rate per 1,000 live births",Units,Low reliability,W92000004,0.3
2016,Late neonatal,,,Wales,,,Male,"Rate per 1,000 live births",Units,Low reliability,W92000004,0.3
2017,,,,Wales,,,,"Rate per 1,000 live births",Units,Normal value,W92000004,2.5
2017,,,,Wales,,,Female,"Rate per 1,000 live births",Units,Normal value,W92000004,2.1
2017,,,,Wales,,,Male,"Rate per 1,000 live births",Units,Normal value,W92000004,2.9
2017,Early neonatal,,,Wales,,,,"Rate per 1,000 live births",Units,Normal value,W92000004,1.8
2017,Early neonatal,,,Wales,,,Female,"Rate per 1,000 live births",Units,Normal value,W92000004,1.3
2017,Early neonatal,,,Wales,,,Male,"Rate per 1,000 live births",Units,Normal value,W92000004,2.3
2017,Late neonatal,,,Wales,,,,"Rate per 1,000 live births",Units,Normal value,W92000004,0.7
2017,Late neonatal,,,Wales,,,Female,"Rate per 1,000 live births",Units,Low reliability,W92000004,0.8
2017,Late neonatal,,,Wales,,,Male,"Rate per 1,000 live births",Units,Low reliability,W92000004,0.6
2018,,,,Wales,,,,"Rate per 1,000 live births",Units,Normal value,W92000004,2.5
2018,,,,Wales,,,Female,"Rate per 1,000 live births",Units,Normal value,W92000004,2.2
2018,,,,Wales,,,Male,"Rate per 1,000 live births",Units,Normal value,W92000004,2.8
2018,Early neonatal,,,Wales,,,,"Rate per 1,000 live births",Units,Normal value,W92000004,2.0
2018,Early neonatal,,,Wales,,,Female,"Rate per 1,000 live births",Units,Normal value,W92000004,1.6
2018,Early neonatal,,,Wales,,,Male,"Rate per 1,000 live births",Units,Normal value,W92000004,2.4
2018,Late neonatal,,,Wales,,,,"Rate per 1,000 live births",Units,Low reliability,W92000004,0.5
2018,Late neonatal,,,Wales,,,Female,"Rate per 1,000 live births",Units,Low reliability,W92000004,0.6
2018,Late neonatal,,,Wales,,,Male,"Rate per 1,000 live births",Units,Low reliability,W92000004,0.4
2019,,,,Wales,,,,"Rate per 1,000 live births",Units,Normal value,W92000004,3.0
2019,,,,Wales,,,Female,"Rate per 1,000 live births",Units,Normal value,W92000004,2.9
2019,,,,Wales,,,Male,"Rate per 1,000 live births",Units,Normal value,W92000004,3.1
2019,Early neonatal,,,Wales,,,,"Rate per 1,000 live births",Units,Normal value,W92000004,2.3
2019,Early neonatal,,,Wales,,,Female,"Rate per 1,000 live births",Units,Normal value,W92000004,2.3
2019,Early neonatal,,,Wales,,,Male,"Rate per 1,000 live births",Units,Normal value,W92000004,2.3
2019,Late neonatal,,,Wales,,,,"Rate per 1,000 live births",Units,Normal value,W92000004,0.7
2019,Late neonatal,,,Wales,,,Female,"Rate per 1,000 live births",Units,Low reliability,W92000004,0.6
2019,Late neonatal,,,Wales,,,Male,"Rate per 1,000 live births",Units,Low reliability,W92000004,0.8
2005,,,,,,,,"Rate per 1,000 live births",Units,Normal value,,3.5
2005,,,,,,,Female,"Rate per 1,000 live births",Units,Normal value,,3.1
2005,,,,,,,Male,"Rate per 1,000 live births",Units,Normal value,,3.9
2005,Early neonatal,,,,,,,"Rate per 1,000 live births",Units,Normal value,,2.7
2005,Early neonatal,,,,,,Female,"Rate per 1,000 live births",Units,Normal value,,2.3
2005,Early neonatal,,,,,,Male,"Rate per 1,000 live births",Units,Normal value,,3.0
2005,Late neonatal,,,,,,,"Rate per 1,000 live births",Units,Normal value,,0.8
2005,Late neonatal,,,,,,Female,"Rate per 1,000 live births",Units,Normal value,,0.8
2005,Late neonatal,,,,,,Male,"Rate per 1,000 live births",Units,Normal value,,0.9
2006,,,,,,,,"Rate per 1,000 live births",Units,Normal value,,3.5
2006,,,,,,,Female,"Rate per 1,000 live births",Units,Normal value,,3.1
2006,,,,,,,Male,"Rate per 1,000 live births",Units,Normal value,,3.8
2006,Early neonatal,,,,,,,"Rate per 1,000 live births",Units,Normal value,,2.6
2006,Early neonatal,,,,,,Female,"Rate per 1,000 live births",Units,Normal value,,2.3
2006,Early neonatal,,,,,,Male,"Rate per 1,000 live births",Units,Normal value,,2.9
2006,Late neonatal,,,,,,,"Rate per 1,000 live births",Units,Normal value,,0.9
2006,Late neonatal,,,,,,Female,"Rate per 1,000 live births",Units,Normal value,,0.8
